rating,date,content,Extreme_score,review_vector
5.0,2025-10-04,one of these movies you cant forget about and i definitely dont want to forget everything here is perfect,656.25,"[ 5.0506860e-02 -8.9286715e-03 -1.4689895e-03 -4.4417344e-03
 -2.0938105e-05 -1.4934015e-02  5.1388230e-02 -9.8189712e-03
  6.4983279e-03  2.7621046e-03 -1.2838141e-03 -1.0975757e-02
  7.2537870e-03  3.8936734e-03  9.5173158e-04  4.9635484e-03
  7.5520406e-04  1.8669488e-03  6.0949000e-03  1.5403750e-02
 -7.4341209e-03 -1.2151025e-02  7.9743174e-04  1.0108443e-02
 -9.9711902e-03 -4.2865039e-03 -1.1491589e-02  7.4402289e-03
  8.9887800e-03 -6.6113723e-03 -4.3671592e-03  1.2305259e-02
 -6.7585283e-03 -5.6720357e-03 -6.6483133e-03  1.2517542e-02
 -3.3707470e-03  9.1671618e-03 -4.6627936e-03 -8.8166520e-03
 -2.1887138e-02 -1.3707347e-02  1.4391758e-02 -4.0505729e-03
 -1.2328582e-02 -1.8846404e-02  1.8705042e-02 -4.7085024e-03
  4.2169685e-03 -1.8404271e-02  2.3592267e-02  1.7089975e-03
  7.8933267e-03 -3.2332067e-03 -4.8948564e-03 -8.1717744e-03
  3.3137752e-04  3.5709387e-04  7.2427155e-03 -5.9612026e-03
 -9.6601679e-04 -9.3924860e-04 -8.1169084e-03 -6.2891929e-03
 -9.2667798e-03  2.9406194e-03 -1.0647578e-02  3.4795795e-03
  1.0809275e-02  1.3561748e-03  4.9155499e-03  6.5595121e-03
 -2.6223706e-03  4.4408606e-04  1.3184859e-02  1.2947623e-02
  5.2006370e-03 -6.5242141e-03  1.1065223e-02 -1.6003607e-03
 -8.3663883e-03 -6.1089732e-03  5.9072697e-03  6.4936918e-03
  1.1454061e-02 -1.2090710e-02 -4.6559372e-03 -9.9684680e-03
  2.0353412e-03 -3.8622469e-03 -1.2297359e-02 -6.6698696e-03
  9.8934397e-03 -1.8356323e-03 -1.1282570e-02  2.8492855e-03
  6.3691749e-03 -5.4740957e-03 -1.8726054e-03  5.7242424e-03]"
1.0,2025-09-24,i dreaded watching this but i wanted to understand the feeding frenzy over this vulgar stupid movie each character was unattractive  unlikable in his or her own way the plot was absurd i cant think of anything that couldve made this boring meditation on sociopathy come to life the inexplicable overthetop violence is a substitute for character development the characters are all the same theres nothing positive to recommend wasting two perfectly good hours watching this disgusting sensationalism with neither message nor plot,1188.0,"[ 4.28730994e-02 -6.89109042e-03 -8.23009701e-04 -2.92313006e-03
 -2.68707285e-04 -9.96385701e-03  4.53689843e-02  3.34208412e-03
  1.22961949e-03 -4.59984789e-04 -1.19869434e-03  6.28544390e-03
 -4.33771918e-03  3.64849693e-03 -1.16543393e-04 -1.14421605e-03
 -5.70753496e-03 -2.13324354e-04  9.99843236e-03 -5.86247351e-03
 -2.71764700e-03 -5.39847315e-06 -3.70896212e-03  7.22837960e-03
 -4.57395660e-03  1.17157307e-03  8.90475465e-04 -6.06545107e-03
 -3.90266185e-03  1.03781745e-02 -4.59018955e-03  2.57778913e-03
  4.79238015e-03 -1.43186611e-04  8.79412983e-03  1.53364241e-03
  5.54200402e-03  8.58810823e-03 -1.93173485e-03  1.14658363e-02
 -9.62399878e-03 -7.34377932e-03 -5.00231632e-04  1.01950960e-02
 -6.12080749e-03 -1.65502424e-03  1.50565640e-03  8.41343589e-03
 -5.87448897e-03  2.56933575e-03  1.89234060e-03 -4.72613797e-03
  2.94253230e-03  1.43867766e-03 -1.52317742e-02 -6.76839193e-03
 -3.48400162e-03 -9.78019089e-03 -1.23807613e-03 -9.48790740e-03
  5.89683233e-03 -3.02832318e-03  9.34661832e-03 -1.66307087e-03
  8.48928001e-03 -3.65125388e-03  3.30880051e-04  2.11259583e-03
 -5.64192561e-03  5.81815839e-03  9.35272372e-04  1.28987501e-03
  2.42047384e-03 -7.82951061e-03  5.94963832e-03  8.08079448e-03
 -2.19281972e-03 -2.04189564e-03 -1.33675826e-03  5.42364316e-03
 -5.98724978e-03  1.00274128e-03  1.01124626e-02 -7.31992489e-03
  6.69396622e-03  5.25916927e-04  3.69258178e-03  1.59124599e-03
 -3.48371081e-03 -3.12602264e-03  2.31763097e-05 -7.79896416e-03
 -3.01732426e-03 -8.17274582e-03  5.94994519e-03  7.49284122e-03
 -2.71016476e-03 -1.45282806e-03  1.31916255e-02  4.12433269e-03]"
4.0,2025-09-20,just go for it absolutely best movie from south korea every department goes well in this movie,211.5,"[ 0.05000547 -0.00818399 -0.00146669  0.00057441  0.00042179 -0.01204013
  0.05403891 -0.01851977  0.00509705 -0.00351263 -0.0058593   0.01642863
 -0.00662936  0.00304412 -0.00360912  0.00421026 -0.00385246 -0.0072543
  0.00011483 -0.01609822  0.00576457  0.00534856 -0.01521116 -0.0148202
  0.002488   -0.01611988  0.0034084   0.02257037 -0.0122757  -0.00071144
 -0.01019237 -0.01170807 -0.00594621 -0.02041412 -0.02916493 -0.00867082
  0.0062452  -0.0001526   0.00917859  0.00511181 -0.00422621 -0.01693683
  0.0049117   0.00051234 -0.00016155  0.01839296  0.00848164 -0.00101365
  0.00900535 -0.00778863  0.00496249 -0.01573351  0.00991225 -0.01263333
 -0.02593632  0.0180898   0.00520247 -0.00531827 -0.00196547  0.01572767
  0.01568464  0.00980573 -0.01751307 -0.00902759  0.02292956 -0.01216397
 -0.01296132  0.01835912 -0.0113493   0.00364173 -0.00319265  0.00013288
 -0.01906105  0.00459684  0.01344921 -0.00457477 -0.02131252 -0.00778622
  0.00494976  0.00474583  0.00093594  0.01302593 -0.00389485  0.00044942
  0.00962924 -0.0006062  -0.00339161  0.01258792 -0.00282621 -0.00377394
  0.0038653   0.00517262 -0.00208806  0.01795296  0.01124989  0.00546992
  0.01084593 -0.0001471   0.01231185 -0.00192955]"
5.0,2025-09-20,ye people may live in my walls too peak content ,300.0,"[ 0.03177807 -0.0055482  -0.00126037  0.00211657 -0.0013377  -0.01018307
  0.01878196  0.01128379 -0.001579    0.00252678  0.00138176 -0.01116441
  0.00988188 -0.00266829 -0.00496582  0.01624323  0.00520734 -0.02096704
 -0.00116031 -0.0138576   0.00529015  0.01138661 -0.02135985 -0.02950643
 -0.0002452  -0.0120031  -0.01163936  0.01055511  0.02729487  0.00152872
 -0.00955442  0.00444723 -0.01596041  0.00092562 -0.00820932 -0.01297387
  0.0276021  -0.00755405 -0.02133064  0.02187241  0.00451986 -0.00120007
  0.01045004 -0.00146088 -0.00070207 -0.0054545   0.01955093 -0.01946633
  0.00156427 -0.00912067 -0.00995721 -0.01819817  0.024228   -0.008842
 -0.02271351  0.03700908 -0.0132104   0.01284431 -0.01052915  0.01104099
  0.0148684  -0.01048191  0.01257239  0.00128251 -0.0074474   0.00905999
  0.01952234  0.00581288 -0.00265309  0.01214088 -0.01231659 -0.0162042
  0.01360905  0.010078    0.01105488  0.00207219  0.00052276  0.01481841
  0.01446151 -0.00738614  0.01164957  0.00506892  0.00386658  0.0178256
 -0.00590836 -0.01452349 -0.01049647  0.00167265  0.00240063  0.01865611
  0.00715144  0.0004505  -0.02373668  0.00409149  0.00113521  0.0064147
 -0.01288759  0.02864306  0.0023262   0.00465976]"
4.5,2025-09-20,really good would recommend good acting and kept me gussing ending was annoying if the dad hadnt lost it they could have gotten away with it pinning the murder of the wide and attack on the crazy husband,812.0,"[ 4.5052439e-02 -6.9918013e-03 -1.2050803e-03 -3.9814366e-03
  8.4623991e-04 -1.8629789e-03  4.8577942e-02 -3.9724312e-03
  9.5995259e-04  2.0148538e-03  9.7508944e-04 -3.7534065e-03
 -2.0070751e-03  5.5414476e-03  5.3785949e-05 -5.0989348e-03
 -1.0385357e-02 -1.2305351e-03 -3.7751763e-04 -2.3617675e-03
 -1.4893628e-02  2.0439697e-03 -4.4301837e-03  3.5704433e-03
 -5.7812789e-03  9.1062542e-03 -4.0903743e-03 -1.1025904e-02
  4.7528059e-03 -4.2530494e-03  1.8137740e-03  4.1720001e-03
 -8.6039752e-03 -1.2229491e-02  7.6638209e-03 -1.7776625e-02
  3.0252195e-03  1.2070087e-02  8.5155144e-03  1.6656606e-02
 -8.5374154e-03 -3.9138286e-03 -1.9105827e-02  1.0585918e-02
 -3.7967393e-04  1.9843252e-03 -9.4359266e-03  4.4447957e-03
 -7.0009460e-03  6.3070114e-04  7.9276236e-03 -9.2598489e-03
  6.5291068e-04  2.0452103e-02  5.9345695e-03 -4.3511479e-03
 -8.8390829e-03  1.4584907e-03 -3.5260257e-03  4.2882566e-03
  1.4980227e-03  1.2357625e-02  6.8134009e-03  1.0406081e-02
  1.8568047e-03  5.1267161e-03  2.2615697e-03  1.5257232e-02
 -8.3179381e-03  1.0320733e-02  5.4849004e-03 -1.0389205e-03
 -6.2075094e-03  6.4907651e-03 -1.2169060e-03 -8.5963365e-03
 -1.4473337e-03 -6.0083554e-03 -9.6338419e-03  4.3028235e-03
  2.9474960e-03  7.3798448e-03  2.4099739e-03 -1.7429763e-03
  7.3580029e-03 -3.9530708e-03 -1.8697189e-03  9.0342909e-03
 -7.2481725e-03 -1.1088040e-04 -1.5860762e-02 -1.5930048e-03
 -1.8361653e-04 -8.3943661e-03 -4.0396536e-03 -1.8871005e-03
 -1.7975958e-04 -3.7507582e-03  1.2091799e-03 -7.1636762e-04]"
5.0,2025-09-13,it started light and funny but turned so intense and shockingi didnt see that ending coming smart gripping and it sticks in your head long after,900.0,"[ 0.0448903  -0.00786093 -0.0010486  -0.00118395  0.00026898  0.00280977
  0.04543731 -0.01729617  0.00439     0.00222421  0.00071245 -0.00303053
 -0.00078136  0.00463009  0.00037915 -0.01253154 -0.00533312  0.01511142
  0.0125237  -0.00616161 -0.00966225  0.00332382  0.00174766 -0.00423708
  0.00459898 -0.00059738  0.01101173 -0.02037927 -0.01218854 -0.00217756
 -0.00556233  0.00205152 -0.00106444 -0.01077591  0.00212423 -0.00366232
 -0.00796321  0.00948409  0.00367851  0.01647138 -0.01662333 -0.01138141
 -0.01636196  0.00611122  0.00771086  0.01577004 -0.00912564  0.00150941
  0.00343646 -0.01656996  0.00205566  0.00735019 -0.00076645  0.00707967
  0.0076414   0.00037414  0.01101883  0.0061925  -0.00091198 -0.00721844
  0.00519918  0.00271509  0.0102221  -0.00120333 -0.01288316  0.0090592
  0.00750465 -0.00311704 -0.00264891 -0.0043014  -0.0133841  -0.01640144
 -0.01911077  0.01274691  0.00925368  0.00161595 -0.00579619 -0.00406495
  0.00048741 -0.01785906  0.00709274 -0.00867817 -0.01148457  0.01706028
  0.02071334 -0.00842659 -0.00414364 -0.00241863  0.00625898 -0.00072197
 -0.01335035 -0.00384371 -0.00589938  0.00121795 -0.00505947 -0.00332735
  0.00818413  0.00903883  0.00880461 -0.00996162]"
5.0,2025-09-12,parasite is a brilliant psychological thriller that explores class disparity through the story of a poor family who deceitfully infiltrates a wealthy household as their manipulation deepens the film reveals both the absurdity and tragedy of blind trust and social inequality with its unpredictable plot and morally grey characters parasite delivers a sharp thoughtprovoking critique wrapped in dark humor and suspense read the full review here indonesian version  alunauwiecom,2975.0,"[ 0.04329253 -0.00283786  0.00032433  0.00216168  0.00065558  0.04301841
  0.05040549  0.0072581  -0.00557537  0.00041998  0.00365674  0.0005986
 -0.00281284  0.00999375  0.00079422 -0.00878847 -0.01101664 -0.0026972
  0.01066171  0.00708784 -0.00696385  0.0085928  -0.01369364 -0.00362853
  0.00378403 -0.00365544  0.00596575 -0.01029433  0.01153064  0.00483389
  0.00207072  0.00019678  0.00379357 -0.00681779 -0.00131461  0.00298863
 -0.006169    0.00849597 -0.00380866  0.004815   -0.01222034 -0.00740859
  0.00111234  0.00368488  0.00106286  0.00026089 -0.00166289  0.00640322
 -0.00402038 -0.00549838 -0.00217848  0.00260538 -0.00309695 -0.00250346
  0.00700374 -0.00367886  0.00132819  0.00111129 -0.00185432 -0.00418625
  0.0037709  -0.00702042 -0.00764332  0.00158109  0.00770513  0.00771005
 -0.00069092 -0.0001708   0.00285347  0.00537466  0.00045747 -0.00392514
 -0.00321318  0.00069779 -0.00695831 -0.00051806  0.00055647  0.00257268
  0.00365606  0.00667851 -0.01061159  0.00230705  0.00210757 -0.00084153
 -0.00381862  0.00161274  0.00616511 -0.00801037  0.00342654 -0.00043561
 -0.00538107 -0.00431673  0.00379346 -0.01451098  0.00160087  0.00237956
 -0.00106801  0.00205141 -0.00459596  0.00595488]"
1.0,2025-09-10,the movie is too generic having nothing to offer every event is predictable and thats all,200.25,"[ 0.04650403 -0.00801897 -0.00125577 -0.00213926 -0.00032177  0.0036244
  0.05949272 -0.01306923  0.00257223 -0.001697   -0.00207809  0.01076792
 -0.00651029  0.00678747 -0.00020879  0.00041844 -0.00662632 -0.00479936
  0.01561044 -0.00660919 -0.00935978 -0.00403043 -0.00426719  0.00734082
 -0.0025171   0.00394459  0.01171213 -0.02396199  0.00638113  0.00347547
 -0.0286695   0.00678579 -0.01729153 -0.00208964 -0.00565587  0.01735351
  0.01742071  0.00260639  0.00496336  0.01289485 -0.02487951 -0.02928977
  0.02596141  0.00502012 -0.02056809  0.00644552  0.00109943  0.00337836
 -0.01284429 -0.01112153  0.00020496 -0.01042945  0.0099834  -0.01829794
 -0.02082267 -0.01612624 -0.00651503 -0.00799074 -0.00506002 -0.0009645
  0.01149293  0.00157188 -0.01800864 -0.00180704 -0.00832957 -0.00058665
 -0.0130131  -0.00264233 -0.01207705 -0.0068588   0.0105449   0.00744365
 -0.00209806 -0.00010267 -0.00415705 -0.00205523  0.00600763 -0.00545008
 -0.00270982 -0.00031013  0.00234629  0.00389069  0.00777604  0.00285502
  0.00952979 -0.01007244  0.01795258  0.01278172 -0.01088912  0.0081141
 -0.0122928  -0.00388831 -0.00960859  0.01405639  0.0025941   0.01089404
 -0.00034212  0.00112714  0.00853472 -0.00984463]"
4.5,2025-09-08,fantastic story performances and cinematography this movie was great and kept me glued to the screen and on my heels from start to finish,548.0,"[ 5.25526367e-02 -7.50444131e-03 -1.70915725e-03 -2.11754930e-03
  1.68246124e-03  1.52162388e-02  6.65028319e-02 -1.27073815e-02
 -1.56280585e-03 -5.73394413e-04 -1.19850610e-03  6.79010293e-03
 -1.09591847e-02  6.52611069e-03 -4.28627362e-04 -1.29660405e-03
 -9.04196408e-03  7.39205070e-03  1.44978585e-02  8.79314635e-03
 -2.16338709e-02 -1.23342164e-02 -1.22251501e-02  3.83058819e-03
 -7.18100416e-03  1.73330319e-03 -1.75319295e-02  4.84323082e-03
 -1.87480710e-02 -1.41142840e-02 -2.38671619e-02  1.10899648e-02
 -1.67968646e-02 -1.72695965e-02  3.40435072e-03 -1.03594586e-02
  3.34771462e-02 -1.14784343e-04  4.21382813e-03  1.10195996e-02
 -2.64739920e-03 -1.16967866e-02  7.98181805e-04  2.77063027e-02
 -5.56634925e-03  6.98367646e-03 -1.55510418e-02  5.34198247e-03
  1.28970826e-02 -1.03008719e-02  2.91608856e-03 -8.77393875e-03
  6.08136738e-03  1.32843517e-02 -8.50340072e-03 -5.44977374e-03
 -1.78128725e-03 -1.81045791e-03 -8.01763323e-04 -8.35221261e-03
  2.35912893e-02 -1.54521735e-02  6.14502514e-03  1.33948363e-02
  6.83640921e-03  1.74566153e-02  1.44963665e-03  7.58685218e-03
  2.96569895e-03  5.44744171e-03 -5.61065681e-04  1.02886437e-02
 -1.96557250e-02  7.07153976e-03  7.92083051e-03  6.65583229e-03
 -2.98044831e-03 -4.47705202e-03 -4.87065548e-03 -3.26472218e-03
 -1.06765768e-02  3.16166622e-03 -5.67680458e-03  4.35812399e-06
  6.02162024e-03 -3.75854527e-03  8.07682704e-03  1.16482144e-02
 -8.74265283e-03  5.39862690e-03 -1.11859320e-02  4.56273323e-03
  8.22433271e-03  2.60423892e-03  3.57983261e-03  7.73508847e-03
 -3.39518697e-03 -7.65852770e-03  6.49921072e-04  1.83250487e-03]"
5.0,2025-09-02,this is a work of art not a movie absolute masterpiece engrossing shocking emotional and rawa must watch,650.0,"[ 4.82791848e-02 -3.78033309e-03  7.70600222e-04 -1.05063384e-03
  9.44719650e-04  9.04971268e-03  6.45410717e-02 -1.00061921e-02
  9.48575558e-04 -3.79359303e-03 -3.90468072e-03  2.20256373e-02
 -1.03117200e-02  1.23532703e-02  5.76006249e-04 -2.66499410e-04
 -1.14891008e-02 -5.34456735e-03  1.70318466e-02 -1.20918406e-03
 -1.27534196e-02  8.04124773e-03 -1.01669626e-02  7.82044604e-03
  3.18341074e-03 -9.86862555e-03  2.32443437e-02 -8.59815720e-03
  1.56543255e-02  2.54654489e-03 -2.87395925e-03  5.33853238e-03
 -1.42155521e-04 -1.29154138e-02 -1.82499792e-02  1.06156105e-02
 -1.53607177e-02  1.08545879e-02 -4.79067769e-03  8.84416327e-03
 -1.51131200e-02 -1.19542815e-02  3.01701855e-03  1.84804841e-03
 -3.89675261e-03 -1.26408301e-02  5.04177297e-03 -1.21712405e-02
 -8.80477205e-03  2.90138240e-04  1.50418386e-03 -5.07569406e-03
 -8.68762005e-03  2.00351216e-02  4.45320876e-03 -1.00641018e-02
  1.18064380e-03  1.41639216e-03  4.07882594e-03 -1.98314581e-02
  3.65534425e-03  1.61248120e-03 -1.31560573e-02  3.03114037e-04
 -7.21414154e-03 -3.12469201e-03  6.75924309e-03 -4.48684674e-04
 -8.98059085e-03  1.53253777e-02  2.36542197e-03  1.04482211e-02
  9.65721483e-05  1.04164332e-02  9.17190406e-03 -1.67976022e-02
 -4.23394470e-03 -2.22162493e-02  1.10904770e-02  1.18686911e-02
 -1.19983237e-02  2.52445671e-03 -4.06713691e-03  1.21692633e-02
 -4.53197304e-03 -1.14278700e-02  2.20393558e-04  1.69371977e-03
 -3.07810586e-03  5.42196538e-03  6.69974182e-03 -1.28777316e-02
  3.74606671e-03 -6.17582770e-03  1.69361271e-02  1.19637027e-02
 -1.15240051e-03 -8.14300589e-03 -2.25615166e-02  7.66989077e-03]"
5.0,2025-09-01,top 10 all time for me i have never seen a movie so good like the parasite,462.5,"[ 0.05600499 -0.00421239 -0.00133282 -0.00416391  0.00089613 -0.02668014
  0.06466197 -0.0139376   0.00495475 -0.00245826 -0.00322958  0.01215041
 -0.00676477  0.00097661  0.0026028   0.00369637 -0.00523642 -0.00024154
  0.01184375 -0.00209355  0.00015763  0.01817492 -0.01587284 -0.01446362
  0.00521329  0.00411623  0.00761731 -0.00106849  0.0110645   0.01699394
  0.00382839  0.00953569 -0.00488468  0.01174208 -0.00312512  0.00094294
 -0.00455566  0.00393188  0.00596329  0.00194631 -0.00901247 -0.00300281
  0.01215503  0.00840227  0.01418218  0.00399623 -0.00874435  0.01028144
 -0.00702837  0.01378127  0.01187934  0.00201499  0.00333157  0.0105852
  0.00264924  0.00568382 -0.00943636  0.0034264   0.01217287  0.00527116
  0.00683651  0.00889298 -0.00806424  0.00117979  0.0119941   0.00626632
 -0.00909718 -0.00216012  0.00342562 -0.00027638  0.0033545  -0.00503556
 -0.00539827 -0.00850562 -0.00505336 -0.01515072  0.00742039  0.01021721
 -0.00298139  0.01898622  0.0107782   0.00401741  0.00734062  0.01014712
 -0.01392281  0.00085352 -0.00107268  0.00130773 -0.00214687  0.00532875
 -0.00678327  0.00364297 -0.00181889 -0.00606405 -0.00945435  0.00205734
  0.00452195 -0.01633946 -0.02042178 -0.01451504]"
5.0,2025-08-31,parasite is extremely engaging has a great buildup to the chaos and has 1 or 2 really shocking plot twists that seem possible in real life,862.5,"[ 4.8630681e-02 -5.1331976e-03 -4.4706825e-04  2.1878057e-04
 -2.2720804e-03  1.4987011e-02  5.1678956e-02 -2.3552654e-03
 -7.6715497e-04 -5.5585837e-04 -4.3534446e-03  9.9456478e-03
 -9.1784671e-03  6.9316733e-03 -2.2300142e-03  2.7333538e-03
 -2.9738932e-03 -7.9086414e-03  8.9578386e-03  7.8221383e-03
 -9.4255274e-03 -1.1414452e-03 -7.3466431e-03  5.3497409e-03
  1.3663343e-03  1.0582665e-02  9.3498202e-03 -1.6268231e-02
 -1.7422030e-03  9.1424864e-03 -1.4076675e-02  6.0222754e-03
 -1.1284264e-02  5.6793420e-03 -8.9655966e-03 -5.8615403e-03
 -7.8764255e-04 -8.3840974e-03 -7.6155295e-03  5.6990753e-03
 -1.9106751e-03 -1.5868708e-02 -3.3382559e-03  8.8473773e-03
 -4.5294608e-03  2.3975388e-04 -1.4740048e-02 -9.5479386e-03
 -9.7223988e-04 -1.5506535e-03 -4.9026133e-03  1.5742647e-02
  1.7912934e-03  1.5353382e-03  2.5945816e-03 -1.9767934e-04
 -8.4359702e-03 -6.8320404e-03 -5.7268236e-03 -1.6652979e-02
  3.3706552e-03 -4.0643211e-03  7.5064600e-05 -2.8809579e-03
  3.0933917e-03  2.7672937e-03  8.2182903e-03 -8.1016580e-03
  2.2430753e-03 -4.7196946e-03 -8.2445616e-04 -4.8548300e-03
  3.4470060e-03 -1.7080860e-03 -1.1303510e-02 -4.9410542e-03
  5.2669253e-03 -4.0072128e-03  4.5668525e-03  7.6312614e-03
 -1.5391616e-02  6.2456829e-03 -3.8026397e-03 -1.7530860e-02
 -1.2651724e-03 -5.4382859e-03 -6.2792813e-03 -6.0321460e-03
  9.8039601e-03 -1.0750292e-04 -6.9844199e-04 -1.0390624e-02
 -8.6979743e-04 -2.1938747e-03  7.2233140e-04  6.8572736e-03
 -7.0104725e-03 -1.1449688e-02 -6.0531339e-03 -1.2331272e-03]"
5.0,2025-08-31,absolute cinema bong never miss,193.75,"[ 0.03235666  0.00339248  0.00534452  0.02408749 -0.01156367  0.00629111
  0.00188641 -0.02706969 -0.00549279 -0.01494063 -0.02205759  0.03150842
  0.00637695 -0.02127646 -0.00095672  0.04865432  0.04477339 -0.01565733
 -0.0232785   0.01404843  0.0263578  -0.00256612  0.00866419  0.00766088
  0.00565646  0.00338773  0.01582761 -0.00908673 -0.00713783  0.00497433
  0.01610784 -0.00787027 -0.00854543 -0.00911165  0.0104892   0.01785323
 -0.01456684 -0.02449712  0.01566566  0.00107797  0.0060518   0.00740215
 -0.00778509 -0.00215402 -0.02400288 -0.02476029  0.00773758 -0.00078013
 -0.00750754 -0.00703426  0.00439107 -0.00301741 -0.01163607  0.03045478
  0.00300326 -0.01006942 -0.00473035  0.02218684  0.00759091  0.0050145
 -0.02240008  0.02247668  0.02119032  0.00356788  0.00202598  0.00414468
  0.00695976 -0.01361727 -0.02647784 -0.0036345  -0.00528591 -0.00690629
 -0.00717956 -0.01451112  0.00190317 -0.0347989  -0.00511674 -0.00908682
  0.01332865 -0.00715484  0.00069392 -0.0201203   0.02051254  0.02476581
 -0.00455363  0.01509636  0.02196913 -0.01063984  0.01135707  0.00304542
 -0.02128926 -0.00900015 -0.0020158  -0.00611205  0.01148269  0.00052441
  0.01101143 -0.00611362 -0.02622128 -0.00476801]"
5.0,2025-08-30,a haiku review heartbreaking portrait of class struggle compromises beautifully shot,525.0,"[ 2.93636024e-02 -1.21387851e-03  3.09202966e-04  4.21856705e-04
  2.68815923e-03  3.13772671e-02  2.79892664e-02 -2.13691429e-03
 -2.15677544e-03  6.66625740e-04  1.66532537e-03 -9.49919317e-03
  9.11523029e-03  1.04223574e-02  5.40040107e-03  2.13576406e-02
 -4.37267823e-03 -2.08606999e-02  2.27801558e-02 -1.97262242e-02
 -1.61691371e-03  1.55309588e-02 -1.01835039e-02 -9.43440571e-03
  3.13586579e-03 -1.18490225e-02  1.18829934e-02  2.26798514e-03
  1.33938976e-02 -6.11760654e-03  8.71020276e-03 -1.22906007e-02
  1.28079662e-02 -1.09337214e-02 -5.38117347e-05 -3.21766664e-03
 -6.55636005e-03  4.45433296e-02  1.07072713e-03 -1.30008496e-02
  9.70607973e-04 -7.99523608e-04 -2.12363247e-03 -4.81292605e-04
 -4.19950299e-03  1.28229829e-02 -8.74191616e-03  1.90007240e-02
 -1.93732437e-02 -4.01550531e-03  9.73404385e-03  6.27885154e-03
 -1.74848307e-02  4.90344502e-03 -1.33339046e-02 -4.07131296e-03
  4.08506813e-03  7.30733154e-03 -7.25471508e-03  1.31236343e-02
  1.72515009e-02  2.21008944e-04 -3.53075713e-02  2.80023989e-04
  4.10420783e-02  2.18759081e-03  1.57981936e-03  1.14491340e-02
  1.74996220e-02 -1.12947104e-02  8.96957330e-03  8.12155101e-03
 -7.91453011e-03  1.89722162e-02  1.21659217e-02 -1.64276529e-02
  1.51991602e-02 -1.55322198e-02  3.36429942e-03  6.79793535e-03
 -1.67436351e-03 -1.97764561e-02  2.78829876e-02  1.36876376e-02
 -2.10433342e-02 -3.64390463e-02  1.26696322e-02 -2.45794486e-02
  4.71109338e-03 -4.43840697e-02 -8.15380190e-04 -7.70046958e-04
  1.54523337e-02  8.07385240e-03  1.17839659e-02  1.18830474e-02
  1.25358282e-02 -2.04605553e-02 -1.16948308e-02  7.23207137e-03]"
5.0,2025-08-29,parasite is a remarkable film that really speaks to the nature of capitalism and the ever growing divide in class between the rich and the poor the story of the movie sets its footing and keeps climbing its stairs all the way to the heights of the end beats i am 100 certain this movie will be even better on a 2nd watch go watch this moive right now,2187.5,"[ 5.0799299e-02 -7.2968034e-03 -1.4593197e-03 -1.8926300e-04
  1.8770323e-03  1.5155124e-02  6.9475308e-02 -2.0925398e-03
 -1.0032259e-03 -4.5650883e-04 -2.6426152e-03  9.6497468e-05
 -4.6168338e-04  9.5963757e-03 -2.0639761e-03  9.5984992e-03
 -8.6723128e-03 -8.5366936e-03  2.1967828e-02 -1.2515865e-03
 -1.2060618e-02 -3.9032314e-04 -1.6401572e-02 -2.0814943e-03
 -1.0098304e-03 -8.9001292e-03  6.9808783e-03 -5.9047705e-03
  5.4125064e-03 -4.4064072e-04 -1.6104974e-02  5.3639370e-03
 -7.6652262e-03 -2.3562149e-03  2.7057540e-03  3.4233071e-03
 -4.7351969e-03  1.2893899e-02  3.1133203e-03  7.9010651e-03
 -1.8389355e-02 -8.3759129e-03 -9.6798465e-03  8.9541702e-03
 -4.4735810e-03  6.5516732e-03 -4.4457708e-03  4.9167518e-03
 -1.3405342e-02 -7.9069184e-03  1.1534384e-03 -2.3834738e-03
 -3.1559500e-03  9.5319962e-03 -2.4907748e-04 -1.1264880e-02
 -6.1314269e-03 -2.1475661e-03  5.5362838e-03 -1.8785691e-03
  2.1849934e-03  2.1981373e-03  5.4115327e-03  6.3367742e-03
  5.8450336e-03 -1.0312969e-02  7.7206281e-04  9.2473403e-03
  3.1305971e-03  1.1775894e-02  7.1948143e-03  4.4360384e-03
 -6.0487469e-03  4.2522182e-03 -1.3035497e-03 -5.2053160e-03
 -1.3780119e-03 -8.0293277e-04  2.0514494e-03  4.7808159e-03
 -1.1689162e-02  7.7476157e-03  4.1187061e-03 -4.3471148e-03
  1.1021851e-02  5.1772436e-03  3.0352316e-05  2.4334898e-03
 -7.8327553e-03 -2.1063811e-03 -4.3194438e-03 -6.3861897e-03
  9.4497968e-03 -6.8611354e-03 -3.6119242e-04  6.2519875e-03
  2.8406249e-03 -8.1284046e-03  3.8278026e-03  2.6788737e-03]"
